"","ESPECIALIDAD","PERIODO","REGIMEN","CODIGO.ENTIDAD","GENERO","CIUDAD.RESIDENCIA","conteo"
"2740","Medicina General","2022/04","SUBSIDIADO","CCF090","F","PUERTO BOYACA",83
"2741","Medicina General","2022/04","SUBSIDIADO","CCF090","F","PUERTO TRIUNFO (ANT)",4
"2742","Medicina General","2022/04","SUBSIDIADO","CCF090","M","PUERTO BOYACA",30
"2743","Medicina General","2022/04","SUBSIDIADO","CCF090","M","PUERTO TRIUNFO (ANT)",1
"2744","Medicina General","2022/04","SUBSIDIADO","CCF121","F","PUERTO BOYACA",1
"2745","Medicina General","2022/04","SUBSIDIADO","CCF121","M","PUERTO BOYACA",1
"2746","Medicina General","2022/04","SUBSIDIADO","EPS002","M","PUERTO BOYACA",1
"2747","Medicina General","2022/04","SUBSIDIADO","EPS005","M","PUERTO BOYACA",2
"2748","Medicina General","2022/04","SUBSIDIADO","EPS010","F","PUERTO BOYACA",3
"2749","Medicina General","2022/04","SUBSIDIADO","EPS010","M","PUERTO TRIUNFO (ANT)",1
"2750","Medicina General","2022/04","SUBSIDIADO","EPS037","F","ANTIOQUIA",12
"2751","Medicina General","2022/04","SUBSIDIADO","EPS037","F","CIMITARRA (SANTANDER)",2
"2752","Medicina General","2022/04","SUBSIDIADO","EPS037","F","LA DORADA (CALDAS)",1
"2753","Medicina General","2022/04","SUBSIDIADO","EPS037","F","PUERTO BOYACA",1350
"2754","Medicina General","2022/04","SUBSIDIADO","EPS037","F","PUERTO NARA (ANT)",3
"2755","Medicina General","2022/04","SUBSIDIADO","EPS037","F","PUERTO TRIUNFO (ANT)",12
"2756","Medicina General","2022/04","SUBSIDIADO","EPS037","F","TUNJA",1
"2757","Medicina General","2022/04","SUBSIDIADO","EPS037","M","ANTIOQUIA",14
"2758","Medicina General","2022/04","SUBSIDIADO","EPS037","M","BOGOTA",1
"2759","Medicina General","2022/04","SUBSIDIADO","EPS037","M","CIMITARRA (SANTANDER)",2
"2760","Medicina General","2022/04","SUBSIDIADO","EPS037","M","IBAGUE",1
"2761","Medicina General","2022/04","SUBSIDIADO","EPS037","M","LA DORADA (CALDAS)",2
"2762","Medicina General","2022/04","SUBSIDIADO","EPS037","M","PUERTO BOYACA",855
"2763","Medicina General","2022/04","SUBSIDIADO","EPS037","M","PUERTO NARA (ANT)",1
"2764","Medicina General","2022/04","SUBSIDIADO","EPS037","M","PUERTO SAMBITO",1
"2765","Medicina General","2022/04","SUBSIDIADO","EPS037","M","PUERTO TRIUNFO (ANT)",9
"2766","Medicina General","2022/04","SUBSIDIADO","EPS037","M","SAN PEDRO DE LA PAZ",1
"2767","Medicina General","2022/04","SUBSIDIADO","EPS039","M","BOGOTA",1
"2768","Medicina General","2022/04","SUBSIDIADO","EPSS40","F","PUERTO TRIUNFO (ANT)",1
"2769","Medicina General","2022/04","SUBSIDIADO","ESS053","F","PUERTO BOYACA",1
"2770","Medicina General","2022/04","SUBSIDIADO","ESS091","F","ANTIOQUIA",2
"2771","Medicina General","2022/04","SUBSIDIADO","ESS091","F","CIMITARRA (SANTANDER)",1
"2772","Medicina General","2022/04","SUBSIDIADO","ESS091","F","LA DORADA (CALDAS)",1
"2773","Medicina General","2022/04","SUBSIDIADO","ESS091","F","PUERTO BOYACA",862
"2774","Medicina General","2022/04","SUBSIDIADO","ESS091","F","PUERTO TRIUNFO (ANT)",2
"2775","Medicina General","2022/04","SUBSIDIADO","ESS091","M","LA DORADA (CALDAS)",2
"2776","Medicina General","2022/04","SUBSIDIADO","ESS091","M","PUERTO BOYACA",390
"2777","Medicina General","2022/04","SUBSIDIADO","ESS091","M","PUERTO TRIUNFO (ANT)",4
"2778","Medicina General","2022/04","SUBSIDIADO","ESS133","M","PUERTO BOYACA",1
"2779","Medicina General","2022/04","VICUNLADO","15000","F","PUERTO BOYACA",2
"2780","Medicina General","2022/04","VICUNLADO","15000","M","PUERTO BOYACA",4
"2781","Medicina General","2022/05","CONTRIBUTIVO","CCF007","F","PUERTO BOYACA",1
"2782","Medicina General","2022/05","CONTRIBUTIVO","CCF090","F","ANTIOQUIA",1
"2783","Medicina General","2022/05","CONTRIBUTIVO","CCF090","F","LA DORADA (CALDAS)",1
"2784","Medicina General","2022/05","CONTRIBUTIVO","CCF090","F","PUERTO BOYACA",29
"2785","Medicina General","2022/05","CONTRIBUTIVO","CCF090","F","PUERTO TRIUNFO (ANT)",1
"2786","Medicina General","2022/05","CONTRIBUTIVO","CCF090","M","PUERTO BOYACA",21
"2787","Medicina General","2022/05","CONTRIBUTIVO","CCF121","F","PUERTO TRIUNFO (ANT)",1
"2788","Medicina General","2022/05","CONTRIBUTIVO","EPS002","F","PUERTO BOYACA",1
"2789","Medicina General","2022/05","CONTRIBUTIVO","EPS003","M","CIMITARRA (SANTANDER)",1
"2790","Medicina General","2022/05","CONTRIBUTIVO","EPS003","M","PUERTO BOYACA",4
"2791","Medicina General","2022/05","CONTRIBUTIVO","EPS003","M","PUERTO TRIUNFO (ANT)",2
"2792","Medicina General","2022/05","CONTRIBUTIVO","EPS005","F","PUERTO BOYACA",1
"2793","Medicina General","2022/05","CONTRIBUTIVO","EPS005","M","PUERTO BOYACA",1
"2794","Medicina General","2022/05","CONTRIBUTIVO","EPS005","M","PUERTO TRIUNFO (ANT)",1
"2795","Medicina General","2022/05","CONTRIBUTIVO","EPS008","F","PUERTO BOYACA",2
"2796","Medicina General","2022/05","CONTRIBUTIVO","EPS013","F","PUERTO BOYACA",1
"2797","Medicina General","2022/05","CONTRIBUTIVO","EPS013","M","PUERTO BOYACA",1
"2798","Medicina General","2022/05","CONTRIBUTIVO","EPS017","F","PUERTO BOYACA",5
"2799","Medicina General","2022/05","CONTRIBUTIVO","EPS017","M","PUERTO BOYACA",5
"2800","Medicina General","2022/05","CONTRIBUTIVO","EPS037","F","ANTIOQUIA",7
"2801","Medicina General","2022/05","CONTRIBUTIVO","EPS037","F","PUERTO BOYACA",364
"2802","Medicina General","2022/05","CONTRIBUTIVO","EPS037","F","PUERTO TRIUNFO (ANT)",4
"2803","Medicina General","2022/05","CONTRIBUTIVO","EPS037","M","ANTIOQUIA",4
"2804","Medicina General","2022/05","CONTRIBUTIVO","EPS037","M","BOGOTA",1
"2805","Medicina General","2022/05","CONTRIBUTIVO","EPS037","M","CIMITARRA (SANTANDER)",2
"2806","Medicina General","2022/05","CONTRIBUTIVO","EPS037","M","PUERTO BOYACA",235
"2807","Medicina General","2022/05","CONTRIBUTIVO","EPS037","M","PUERTO TRIUNFO (ANT)",2
"2808","Medicina General","2022/05","CONTRIBUTIVO","EPS039","F","PUERTO BOYACA",1
"2809","Medicina General","2022/05","CONTRIBUTIVO","EPS044","F","PUERTO BOYACA",20
"2810","Medicina General","2022/05","CONTRIBUTIVO","EPS044","F","PUERTO TRIUNFO (ANT)",1
"2811","Medicina General","2022/05","CONTRIBUTIVO","EPS044","M","PUERTO BOYACA",12
"2812","Medicina General","2022/05","CONTRIBUTIVO","ESS024","F","PUERTO BOYACA",1
"2813","Medicina General","2022/05","CONTRIBUTIVO","ESS232","F","PUERTO BOYACA",1
"2814","Medicina General","2022/05","CONTRIBUTIVO","ESS232","M","PUERTO BOYACA",1
"2815","Medicina General","2022/05","ESPECIAL","EMP014","F","PUERTO BOYACA",1
"2816","Medicina General","2022/05","ESPECIAL","RES001","F","PUERTO BOYACA",2
"2817","Medicina General","2022/05","ESPECIAL","RES001","M","PUERTO BOYACA",2
"2818","Medicina General","2022/05","ESPECIAL","RES003","F","PUERTO BOYACA",1
"2819","Medicina General","2022/05","PARTICULAR","PARTIC","F","PUERTO BOYACA",4
"2820","Medicina General","2022/05","PARTICULAR","PARTIC","F","PUERTO TRIUNFO (ANT)",1
"2821","Medicina General","2022/05","PARTICULAR","PARTIC","M","PUERTO BOYACA",10
"2822","Medicina General","2022/05","SOAT Y ARL","13-24","F","PUERTO BOYACA",1
"2823","Medicina General","2022/05","SOAT Y ARL","13-24","M","PUERTO BOYACA",1
"2824","Medicina General","2022/05","SOAT Y ARL","13-7","F","PUERTO BOYACA",1
"2825","Medicina General","2022/05","SOAT Y ARL","14-11","M","PUERTO BOYACA",1
"2826","Medicina General","2022/05","SOAT Y ARL","14-30","M","PUERTO BOYACA",1
"2827","Medicina General","2022/05","SOAT Y ARL","14-4","M","PUERTO BOYACA",2
"2828","Medicina General","2022/05","SOAT Y ARL","AT1317","F","PUERTO BOYACA",2
"2829","Medicina General","2022/05","SOAT Y ARL","AT1317","M","PUERTO BOYACA",1
"2830","Medicina General","2022/05","SOAT Y ARL","AT1329","F","PUERTO BOYACA",2
"2831","Medicina General","2022/05","SOAT Y ARL","AT1329","M","CIMITARRA (SANTANDER)",1
"2832","Medicina General","2022/05","SOAT Y ARL","AT1329","M","PUERTO BOYACA",1
"2833","Medicina General","2022/05","SOAT Y ARL","AT13O9","M","PUERTO BOYACA",1
"2834","Medicina General","2022/05","SOAT Y ARL","ESD018","F","PUERTO BOYACA",1
"2835","Medicina General","2022/05","SOAT Y ARL","FFD001","F","PUERTO BOYACA",1
"2836","Medicina General","2022/05","SOAT Y ARL","FFD001","M","PUERTO BOYACA",6
"2837","Medicina General","2022/05","SOAT Y ARL","SOM001","M","PUERTO BOYACA",1
"2838","Medicina General","2022/05","Subsidiado","EPS046","F","PUERTO BOYACA",1
"2839","Medicina General","2022/05","SUBSIDIADO","CCF007","F","PUERTO BOYACA",1
"2840","Medicina General","2022/05","SUBSIDIADO","CCF090","F","ANTIOQUIA",1
"2841","Medicina General","2022/05","SUBSIDIADO","CCF090","F","PUERTO BOYACA",64
"2842","Medicina General","2022/05","SUBSIDIADO","CCF090","F","PUERTO TRIUNFO (ANT)",1
"2843","Medicina General","2022/05","SUBSIDIADO","CCF090","M","PUERTO BOYACA",29
"2844","Medicina General","2022/05","SUBSIDIADO","CCF121","M","PUERTO BOYACA",2
"2845","Medicina General","2022/05","SUBSIDIADO","EPS003","F","PUERTO BOYACA",6
"2846","Medicina General","2022/05","SUBSIDIADO","EPS003","M","PUERTO BOYACA",8
"2847","Medicina General","2022/05","SUBSIDIADO","EPS010","F","PUERTO BOYACA",2
"2848","Medicina General","2022/05","SUBSIDIADO","EPS010","M","PUERTO BOYACA",2
"2849","Medicina General","2022/05","SUBSIDIADO","EPS013","F","ANTIOQUIA",1
"2850","Medicina General","2022/05","SUBSIDIADO","EPS013","F","PUERTO BOYACA",4
"2851","Medicina General","2022/05","SUBSIDIADO","EPS013","M","PUERTO BOYACA",7
"2852","Medicina General","2022/05","SUBSIDIADO","EPS017","F","PUERTO BOYACA",6
"2853","Medicina General","2022/05","SUBSIDIADO","EPS017","M","PUERTO BOYACA",4
"2854","Medicina General","2022/05","SUBSIDIADO","EPS022","F","PUERTO BOYACA",2
"2855","Medicina General","2022/05","SUBSIDIADO","EPS022","M","PUERTO BOYACA",1
"2856","Medicina General","2022/05","SUBSIDIADO","EPS033","F","PUERTO BOYACA",5
"2857","Medicina General","2022/05","SUBSIDIADO","EPS033","M","PUERTO BOYACA",8
"2858","Medicina General","2022/05","SUBSIDIADO","EPS037","F","ANTIOQUIA",13
"2859","Medicina General","2022/05","SUBSIDIADO","EPS037","F","CIMITARRA (SANTANDER)",2
"2860","Medicina General","2022/05","SUBSIDIADO","EPS037","F","MEDELLIN",1
"2861","Medicina General","2022/05","SUBSIDIADO","EPS037","F","OTANCHE",2
"2862","Medicina General","2022/05","SUBSIDIADO","EPS037","F","PUERTO BERRIO",1
"2863","Medicina General","2022/05","SUBSIDIADO","EPS037","F","PUERTO BOYACA",1672
"2864","Medicina General","2022/05","SUBSIDIADO","EPS037","F","PUERTO NARA (ANT)",2
"2865","Medicina General","2022/05","SUBSIDIADO","EPS037","F","PUERTO TRIUNFO (ANT)",16
"2866","Medicina General","2022/05","SUBSIDIADO","EPS037","F","TUNJA",1
"2867","Medicina General","2022/05","SUBSIDIADO","EPS037","M","ANTIOQUIA",5
"2868","Medicina General","2022/05","SUBSIDIADO","EPS037","M","BARRANCABERMEJA",1
"2869","Medicina General","2022/05","SUBSIDIADO","EPS037","M","BOGOTA",2
"2870","Medicina General","2022/05","SUBSIDIADO","EPS037","M","CIMITARRA (SANTANDER)",1
"2871","Medicina General","2022/05","SUBSIDIADO","EPS037","M","COCORNA",1
"2872","Medicina General","2022/05","SUBSIDIADO","EPS037","M","LA DORADA (CALDAS)",1
"2873","Medicina General","2022/05","SUBSIDIADO","EPS037","M","PUERTO BOYACA",930
"2874","Medicina General","2022/05","SUBSIDIADO","EPS037","M","PUERTO NARA (ANT)",2
"2875","Medicina General","2022/05","SUBSIDIADO","EPS037","M","PUERTO TRIUNFO (ANT)",5
"2876","Medicina General","2022/05","SUBSIDIADO","EPS037","M","SON SON (ANT)",1
"2877","Medicina General","2022/05","SUBSIDIADO","EPS039","M","PUERTO BOYACA",1
"2878","Medicina General","2022/05","SUBSIDIADO","EPS040","F","PUERTO BOYACA",2
"2879","Medicina General","2022/05","SUBSIDIADO","EPS044","F","ANTIOQUIA",1
"2880","Medicina General","2022/05","SUBSIDIADO","EPS044","F","PUERTO BOYACA",40
"2881","Medicina General","2022/05","SUBSIDIADO","EPS044","M","PUERTO BOYACA",31
"2882","Medicina General","2022/05","SUBSIDIADO","ESS002","M","OTANCHE",1
"2883","Medicina General","2022/05","SUBSIDIADO","ESS024","F","PUERTO BOYACA",1
"2884","Medicina General","2022/05","SUBSIDIADO","ESS091","F","PUERTO BOYACA",789
"2885","Medicina General","2022/05","SUBSIDIADO","ESS091","M","ANTIOQUIA",2
"2886","Medicina General","2022/05","SUBSIDIADO","ESS091","M","PUERTO BOYACA",321
"2887","Medicina General","2022/05","SUBSIDIADO","ESS091","M","PUERTO TRIUNFO (ANT)",2
"2888","Medicina General","2022/05","SUBSIDIADO","ESS232","F","PUERTO BOYACA",1
"2889","Medicina General","2022/05","SUBSIDIADO","ESS233","F","PUERTO BOYACA",28
"2890","Medicina General","2022/05","SUBSIDIADO","ESS233","F","PUERTO TRIUNFO (ANT)",1
"2891","Medicina General","2022/05","SUBSIDIADO","ESS233","M","PUERTO BOYACA",22
"2892","Medicina General","2022/05","SUBSIDIADO","ESSC24","F","PUERTO BOYACA",1
"2893","Medicina General","2022/05","VICUNLADO","15000","F","PUERTO BOYACA",2
"2894","Medicina General","2022/05","VICUNLADO","15000","M","PUERTO BOYACA",2
"2895","Medicina General","2022/06","Contributivo","EMP014","F","PUERTO BOYACA",1
"2896","Medicina General","2022/06","Contributivo","EPS006","F","PUERTO BOYACA",1
"2897","Medicina General","2022/06","CONTRIBUTIVO","CCF009","M","PUERTO BOYACA",2
"2898","Medicina General","2022/06","CONTRIBUTIVO","CCF090","F","PUERTO BOYACA",17
"2899","Medicina General","2022/06","CONTRIBUTIVO","CCF090","M","PUERTO BOYACA",18
"2900","Medicina General","2022/06","CONTRIBUTIVO","EPS002","F","PUERTO BOYACA",1
"2901","Medicina General","2022/06","CONTRIBUTIVO","EPS003","F","PUERTO BOYACA",3
"2902","Medicina General","2022/06","CONTRIBUTIVO","EPS003","M","PUERTO BOYACA",2
"2903","Medicina General","2022/06","CONTRIBUTIVO","EPS005","M","PUERTO BOYACA",1
"2904","Medicina General","2022/06","CONTRIBUTIVO","EPS008","F","PUERTO BOYACA",1
"2905","Medicina General","2022/06","CONTRIBUTIVO","EPS010","F","PUERTO BOYACA",4
"2906","Medicina General","2022/06","CONTRIBUTIVO","EPS013","F","PUERTO BOYACA",1
"2907","Medicina General","2022/06","CONTRIBUTIVO","EPS013","M","PUERTO BOYACA",3
"2908","Medicina General","2022/06","CONTRIBUTIVO","EPS017","F","PUERTO BOYACA",1
"2909","Medicina General","2022/06","CONTRIBUTIVO","EPS033","M","PUERTO BOYACA",2
"2910","Medicina General","2022/06","CONTRIBUTIVO","EPS037","F","ANTIOQUIA",7
"2911","Medicina General","2022/06","CONTRIBUTIVO","EPS037","F","LA DORADA (CALDAS)",1
"2912","Medicina General","2022/06","CONTRIBUTIVO","EPS037","F","PUERTO BOYACA",311
"2913","Medicina General","2022/06","CONTRIBUTIVO","EPS037","F","PUERTO TRIUNFO (ANT)",6
"2914","Medicina General","2022/06","CONTRIBUTIVO","EPS037","M","ANTIOQUIA",4
"2915","Medicina General","2022/06","CONTRIBUTIVO","EPS037","M","BARRANQUILLA",1
"2916","Medicina General","2022/06","CONTRIBUTIVO","EPS037","M","LA DORADA (CALDAS)",1
"2917","Medicina General","2022/06","CONTRIBUTIVO","EPS037","M","PUERTO BOYACA",269
"2918","Medicina General","2022/06","CONTRIBUTIVO","EPS037","M","PUERTO TRIUNFO (ANT)",4
"2919","Medicina General","2022/06","CONTRIBUTIVO","EPS037","M","TUNJA",3
"2920","Medicina General","2022/06","CONTRIBUTIVO","EPS044","F","PUERTO BOYACA",8
"2921","Medicina General","2022/06","CONTRIBUTIVO","EPS044","M","PUERTO BOYACA",10
"2922","Medicina General","2022/06","CONTRIBUTIVO","EPS044","M","PUERTO TRIUNFO (ANT)",1
"2923","Medicina General","2022/06","CONTRIBUTIVO","ESS053","M","PUERTO BOYACA",1
"2924","Medicina General","2022/06","CONTRIBUTIVO","ESS091","F","PUERTO BOYACA",119
"2925","Medicina General","2022/06","CONTRIBUTIVO","ESS091","F","SAN FERNANDO",1
"2926","Medicina General","2022/06","CONTRIBUTIVO","ESS091","M","PUERTO BOYACA",49
"2927","Medicina General","2022/06","CONTRIBUTIVO","ESS233","F","PUERTO BOYACA",2
"2928","Medicina General","2022/06","CONTRIBUTIVO","ESS233","M","PUERTO BOYACA",1
"2929","Medicina General","2022/06","ESPECIAL","RES001","F","PUERTO BOYACA",2
"2930","Medicina General","2022/06","PARTICULAR","PARTIC","F","PUERTO BOYACA",10
"2931","Medicina General","2022/06","PARTICULAR","PARTIC","M","PUERTO BOYACA",12
"2932","Medicina General","2022/06","PARTICULAR","RES001","M","PUERTO BOYACA",1
"2933","Medicina General","2022/06","SOAT Y ARL","13-24","M","PUERTO BOYACA",1
"2934","Medicina General","2022/06","SOAT Y ARL","13-7","F","PUERTO BOYACA",2
"2935","Medicina General","2022/06","SOAT Y ARL","AT1306","M","PUERTO BOYACA",2
"2936","Medicina General","2022/06","SOAT Y ARL","AT1317","F","PUERTO BOYACA",3
"2937","Medicina General","2022/06","SOAT Y ARL","AT1317","M","PUERTO BOYACA",5
"2938","Medicina General","2022/06","SOAT Y ARL","AT13O9","M","PUERTO BOYACA",1
"2939","Medicina General","2022/06","SOAT Y ARL","COL001","F","PUERTO BOYACA",1
"2940","Medicina General","2022/06","SOAT Y ARL","EMP120","M","PUERTO BOYACA",1
"2941","Medicina General","2022/06","SOAT Y ARL","FFD001","M","PUERTO BOYACA",1
"2942","Medicina General","2022/06","SOAT Y ARL","RP1425","M","PUERTO BOYACA",1
"2943","Medicina General","2022/06","SOAT Y ARL","RP1429","M","PUERTO BOYACA",1
"2944","Medicina General","2022/06","SOAT Y ARL","SOM001","M","PUERTO BOYACA",1
"2945","Medicina General","2022/06","SUBSIDIADO","CCF007","F","PUERTO BOYACA",1
"2946","Medicina General","2022/06","SUBSIDIADO","CCF090","F","PUERTO BOYACA",56
"2947","Medicina General","2022/06","SUBSIDIADO","CCF090","M","PUERTO BOYACA",36
"2948","Medicina General","2022/06","SUBSIDIADO","EPS002","F","ANTIOQUIA",1
"2949","Medicina General","2022/06","SUBSIDIADO","EPS002","F","PUERTO BOYACA",3
"2950","Medicina General","2022/06","SUBSIDIADO","EPS002","M","PUERTO BOYACA",3
"2951","Medicina General","2022/06","SUBSIDIADO","EPS003","F","PUERTO BOYACA",4
"2952","Medicina General","2022/06","SUBSIDIADO","EPS003","M","PUERTO BOYACA",8
"2953","Medicina General","2022/06","SUBSIDIADO","EPS010","F","PUERTO BOYACA",3
"2954","Medicina General","2022/06","SUBSIDIADO","EPS013","F","PUERTO BOYACA",4
"2955","Medicina General","2022/06","SUBSIDIADO","EPS013","M","PUERTO BOYACA",2
"2956","Medicina General","2022/06","SUBSIDIADO","EPS016","F","PUERTO BOYACA",1
"2957","Medicina General","2022/06","SUBSIDIADO","EPS017","F","PUERTO BOYACA",6
"2958","Medicina General","2022/06","SUBSIDIADO","EPS017","M","PUERTO BOYACA",4
"2959","Medicina General","2022/06","SUBSIDIADO","EPS020","F","PUERTO BOYACA",1
"2960","Medicina General","2022/06","SUBSIDIADO","EPS020","M","PUERTO BOYACA",1
"2961","Medicina General","2022/06","SUBSIDIADO","EPS033","F","PUERTO BOYACA",3
"2962","Medicina General","2022/06","SUBSIDIADO","EPS033","M","PUERTO BOYACA",2
"2963","Medicina General","2022/06","SUBSIDIADO","EPS037","F","ANTIOQUIA",16
"2964","Medicina General","2022/06","SUBSIDIADO","EPS037","F","CIMITARRA (SANTANDER)",3
"2965","Medicina General","2022/06","SUBSIDIADO","EPS037","F","LA DORADA (CALDAS)",3
"2966","Medicina General","2022/06","SUBSIDIADO","EPS037","F","PUERTO BERRIO",2
"2967","Medicina General","2022/06","SUBSIDIADO","EPS037","F","PUERTO BOYACA",1485
"2968","Medicina General","2022/06","SUBSIDIADO","EPS037","F","PUERTO NARA (ANT)",2
"2969","Medicina General","2022/06","SUBSIDIADO","EPS037","F","PUERTO TRIUNFO (ANT)",9
"2970","Medicina General","2022/06","SUBSIDIADO","EPS037","F","VALLEDUPAR",2
"2971","Medicina General","2022/06","SUBSIDIADO","EPS037","M","ANTIOQUIA",11
"2972","Medicina General","2022/06","SUBSIDIADO","EPS037","M","CIMITARRA (SANTANDER)",2
"2973","Medicina General","2022/06","SUBSIDIADO","EPS037","M","COCORNA",1
"2974","Medicina General","2022/06","SUBSIDIADO","EPS037","M","CUNDINAMARCA",1
"2975","Medicina General","2022/06","SUBSIDIADO","EPS037","M","LA DORADA (CALDAS)",2
"2976","Medicina General","2022/06","SUBSIDIADO","EPS037","M","PUERTO BOYACA",841
"2977","Medicina General","2022/06","SUBSIDIADO","EPS037","M","PUERTO TRIUNFO (ANT)",9
"2978","Medicina General","2022/06","SUBSIDIADO","EPS039","F","PUERTO BOYACA",2
"2979","Medicina General","2022/06","SUBSIDIADO","EPS039","M","BOGOTA",1
"2980","Medicina General","2022/06","SUBSIDIADO","EPS040","F","PUERTO BOYACA",2
"2981","Medicina General","2022/06","SUBSIDIADO","EPS040","M","PUERTO BOYACA",2
"2982","Medicina General","2022/06","SUBSIDIADO","EPS044","F","ANTIOQUIA",1
"2983","Medicina General","2022/06","SUBSIDIADO","EPS044","F","PUERTO BOYACA",29
"2984","Medicina General","2022/06","SUBSIDIADO","EPS044","M","PUERTO BOYACA",24
"2985","Medicina General","2022/06","SUBSIDIADO","EPS046","M","PUERTO BOYACA",1
"2986","Medicina General","2022/06","SUBSIDIADO","EPSS40","F","PUERTO BOYACA",1
"2987","Medicina General","2022/06","SUBSIDIADO","ESS053","F","PUERTO BOYACA",1
"2988","Medicina General","2022/06","SUBSIDIADO","ESS091","F","ANTIOQUIA",2
"2989","Medicina General","2022/06","SUBSIDIADO","ESS091","F","PUERTO BOYACA",643
"2990","Medicina General","2022/06","SUBSIDIADO","ESS091","F","PUERTO TRIUNFO (ANT)",1
"2991","Medicina General","2022/06","SUBSIDIADO","ESS091","M","ANTIOQUIA",2
"2992","Medicina General","2022/06","SUBSIDIADO","ESS091","M","BUCARAMANGA",1
"2993","Medicina General","2022/06","SUBSIDIADO","ESS091","M","CIMITARRA (SANTANDER)",1
"2994","Medicina General","2022/06","SUBSIDIADO","ESS091","M","PUERTO BOYACA",250
"2995","Medicina General","2022/06","SUBSIDIADO","ESS091","M","PUERTO NARA (ANT)",1
"2996","Medicina General","2022/06","SUBSIDIADO","ESS207","F","PUERTO BOYACA",2
"2997","Medicina General","2022/06","SUBSIDIADO","ESS207","M","PUERTO BOYACA",3
"2998","Medicina General","2022/06","SUBSIDIADO","ESS232","F","PUERTO BOYACA",2
"2999","Medicina General","2022/06","SUBSIDIADO","ESS233","F","PUERTO BOYACA",38
"3000","Medicina General","2022/06","SUBSIDIADO","ESS233","M","PUERTO BOYACA",14
"3001","Medicina General","2022/07","Contributivo","RES003","F","PUERTO BOYACA",1
"3002","Medicina General","2022/07","CONTRIBUTIVO","CCF090","F","ANTIOQUIA",1
"3003","Medicina General","2022/07","CONTRIBUTIVO","CCF090","F","PUERTO BOYACA",18
"3004","Medicina General","2022/07","CONTRIBUTIVO","CCF090","M","PUERTO BOYACA",10
"3005","Medicina General","2022/07","CONTRIBUTIVO","CCF090","M","PUERTO TRIUNFO (ANT)",1
"3006","Medicina General","2022/07","CONTRIBUTIVO","EMP023","M","PUERTO BOYACA",1
"3007","Medicina General","2022/07","CONTRIBUTIVO","EPS002","F","PUERTO BOYACA",1
"3008","Medicina General","2022/07","CONTRIBUTIVO","EPS005","F","PUERTO BOYACA",2
"3009","Medicina General","2022/07","CONTRIBUTIVO","EPS005","M","PUERTO BOYACA",3
"3010","Medicina General","2022/07","CONTRIBUTIVO","EPS010","F","PUERTO BOYACA",1
"3011","Medicina General","2022/07","CONTRIBUTIVO","EPS010","M","PUERTO BOYACA",1
"3012","Medicina General","2022/07","CONTRIBUTIVO","EPS017","F","PUERTO BOYACA",1
"3013","Medicina General","2022/07","CONTRIBUTIVO","EPS017","M","PUERTO BOYACA",3
"3014","Medicina General","2022/07","CONTRIBUTIVO","EPS037","F","ANTIOQUIA",9
"3015","Medicina General","2022/07","CONTRIBUTIVO","EPS037","F","COCORNA",1
"3016","Medicina General","2022/07","CONTRIBUTIVO","EPS037","F","PUERTO BOYACA",289
"3017","Medicina General","2022/07","CONTRIBUTIVO","EPS037","F","PUERTO NARA (ANT)",1
"3018","Medicina General","2022/07","CONTRIBUTIVO","EPS037","F","PUERTO TRIUNFO (ANT)",2
"3019","Medicina General","2022/07","CONTRIBUTIVO","EPS037","M","ANTIOQUIA",10
"3020","Medicina General","2022/07","CONTRIBUTIVO","EPS037","M","CUNDINAMARCA",1
"3021","Medicina General","2022/07","CONTRIBUTIVO","EPS037","M","PUERTO BOYACA",273
"3022","Medicina General","2022/07","CONTRIBUTIVO","EPS037","M","PUERTO TRIUNFO (ANT)",8
"3023","Medicina General","2022/07","ESPECIAL","RES001","F","PUERTO BOYACA",10
"3024","Medicina General","2022/07","ESPECIAL","RES001","M","PUERTO BOYACA",3
"3025","Medicina General","2022/07","ESPECIAL","RES01","F","PUERTO BOYACA",2
"3026","Medicina General","2022/07","ESPECIAL","RES01","M","PUERTO BOYACA",1
"3027","Medicina General","2022/07","ESPECIAL","RES011","F","PUERTO BOYACA",1
"3028","Medicina General","2022/07","Particular","PARTIC","F","PUERTO BOYACA",3
"3029","Medicina General","2022/07","Particular","PARTIC","M","PUERTO BOYACA",10
"3030","Medicina General","2022/07","Particular","PARTIC","M","PUERTO TRIUNFO (ANT)",1
"3031","Medicina General","2022/07","SOAT Y ARL","13-24","F","PUERTO BOYACA",1
"3032","Medicina General","2022/07","SOAT Y ARL","13-24","M","PUERTO BOYACA",2
"3033","Medicina General","2022/07","SOAT Y ARL","13-7","M","ANTIOQUIA",1
"3034","Medicina General","2022/07","SOAT Y ARL","13-7","M","PUERTO BOYACA",1
"3035","Medicina General","2022/07","SOAT Y ARL","14-11","M","PUERTO BOYACA",1
"3036","Medicina General","2022/07","SOAT Y ARL","14-28","M","PUERTO BOYACA",1
"3037","Medicina General","2022/07","SOAT Y ARL","14-4","M","PUERTO BOYACA",3
"3038","Medicina General","2022/07","SOAT Y ARL","AT1306","F","ANTIOQUIA",2
"3039","Medicina General","2022/07","SOAT Y ARL","AT1306","M","PUERTO BOYACA",2
"3040","Medicina General","2022/07","SOAT Y ARL","AT1317","M","LA DORADA (CALDAS)",1
"3041","Medicina General","2022/07","SOAT Y ARL","AT1317","M","PUERTO BOYACA",2
